1605139200',12-11-2020',BTCUSD,15710.87,15731.73,15705.58,15710.01,1.655,26014.29
1605052800',11-11-2020',BTCUSD ,15318,16000,15293.42,15710.87,1727.17,27111049.25
1604966400',10-11-2020',BTCUSD ,15348.2,15479.49,15100,15318,1600.04,24521694.72
